carat,cut,color,clarity,depth,table,price
"(-1.613, -0.536]",3.0,2.0,2.0,62.7,4.110873864173311,1286.0
"(-1.613, -0.536]",3.0,2.0,2.0,61.0,4.0943445622221,1286.0
"(-1.613, -0.536]",0.0,1.0,2.0,56.2,4.1588830833596715,1286.0
"(-1.613, -0.536]",3.0,2.0,2.0,59.1,4.060443010546419,1286.0
"(-1.613, -0.536]",3.0,1.0,3.0,60.3,4.0943445622221,1286.0
"(-0.536, 0.538]",3.0,3.0,2.0,60.8,4.060443010546419,1286.0
"(-0.536, 0.538]",4.0,6.0,5.0,61.9,4.060443010546419,1287.0
"(-1.613, -0.536]",1.0,3.0,5.0,63.2,4.060443010546419,1287.0
"(-1.613, -0.536]",1.0,1.0,2.0,59.3,4.1588830833596715,1287.0
"(-1.613, -0.536]",2.0,3.0,2.0,63.0,4.007333185232471,1287.0
"(-1.613, -0.536]",3.0,3.0,2.0,61.1,4.110873864173311,1287.0
"(-1.613, -0.536]",2.0,3.0,3.0,62.7,4.02535169073515,1287.0
"(-1.613, -0.536]",2.0,3.0,2.0,61.7,4.060443010546419,1287.0
"(-1.613, -0.536]",1.0,2.0,6.0,59.2,4.1588830833596715,1287.0
"(-1.613, -0.536]",4.0,5.0,7.0,61.9,4.02535169073515,1289.0
"(-1.613, -0.536]",4.0,1.0,2.0,63.4,4.007333185232471,1289.0
"(-1.613, -0.536]",1.0,4.0,5.0,63.7,3.9889840465642745,1289.0
"(-1.613, -0.536]",4.0,0.0,3.0,61.7,4.02535169073515,1289.0
"(-1.613, -0.536]",4.0,4.0,5.0,62.0,4.04305126783455,1289.0
"(-1.613, -0.536]",1.0,4.0,5.0,63.6,4.04305126783455,1289.0
"(-1.613, -0.536]",4.0,0.0,3.0,62.9,4.02535169073515,1289.0
"(-1.613, -0.536]",2.0,0.0,3.0,62.5,4.02535169073515,1289.0
"(-1.613, -0.536]",4.0,0.0,3.0,62.4,4.07753744390572,1289.0
"(-1.613, -0.536]",1.0,4.0,5.0,63.5,4.060443010546419,1289.0
"(-1.613, -0.536]",2.0,0.0,7.0,61.2,4.04305126783455,1289.0
"(-1.613, -0.536]",2.0,0.0,7.0,60.7,4.007333185232471,1289.0
"(-1.613, -0.536]",2.0,3.0,1.0,61.5,4.02535169073515,1289.0
"(-1.613, -0.536]",2.0,3.0,1.0,61.9,3.970291913552122,1289.0
"(-1.613, -0.536]",2.0,3.0,1.0,62.6,3.970291913552122,1289.0
"(-1.613, -0.536]",2.0,3.0,1.0,62.3,3.9889840465642745,1289.0
"(-1.613, -0.536]",2.0,3.0,1.0,62.0,3.970291913552122,1289.0
"(-1.613, -0.536]",2.0,3.0,1.0,62.2,3.9889840465642745,1289.0
"(-1.613, -0.536]",2.0,1.0,1.0,62.1,4.007333185232471,1289.0
"(-1.613, -0.536]",2.0,0.0,7.0,61.8,4.04305126783455,1290.0
"(-1.613, -0.536]",3.0,2.0,6.0,59.7,4.060443010546419,1290.0
"(-1.613, -0.536]",2.0,1.0,3.0,62.9,4.02535169073515,1290.0
"(-1.613, -0.536]",3.0,2.0,6.0,62.7,4.04305126783455,1290.0
"(-1.613, -0.536]",3.0,0.0,7.0,62.9,4.060443010546419,1290.0
"(-1.613, -0.536]",3.0,0.0,7.0,63.0,4.04305126783455,1290.0
"(-1.613, -0.536]",3.0,0.0,7.0,61.1,4.0943445622221,1290.0
"(-1.613, -0.536]",3.0,2.0,1.0,58.0,4.110873864173311,1290.0
"(-0.536, 0.538]",3.0,1.0,3.0,58.6,4.060443010546419,1291.0
"(-1.613, -0.536]",4.0,1.0,7.0,59.3,4.07753744390572,1291.0
"(-1.613, -0.536]",4.0,2.0,2.0,60.9,4.02535169073515,1291.0
"(-1.613, -0.536]",2.0,0.0,5.0,61.8,4.02535169073515,1291.0
"(-1.613, -0.536]",2.0,1.0,4.0,61.1,4.04305126783455,1291.0
"(-1.613, -0.536]",2.0,4.0,2.0,60.6,4.04305126783455,1291.0
"(-0.536, 0.538]",4.0,4.0,3.0,64.2,4.060443010546419,1292.0
"(-1.613, -0.536]",1.0,2.0,2.0,63.3,4.02535169073515,1292.0
"(-1.613, -0.536]",1.0,3.0,2.0,63.2,4.02535169073515,1292.0
"(-1.613, -0.536]",4.0,3.0,2.0,60.3,4.04305126783455,1292.0
"(-1.613, -0.536]",2.0,3.0,2.0,62.6,4.04305126783455,1292.0
"(-0.536, 0.538]",2.0,4.0,3.0,61.9,4.007333185232471,1292.0
"(-1.613, -0.536]",2.0,0.0,3.0,61.9,4.007333185232471,1292.0
"(-1.613, -0.536]",2.0,0.0,3.0,61.2,4.04305126783455,1292.0
"(-1.613, -0.536]",2.0,0.0,3.0,61.7,4.007333185232471,1292.0
"(-1.613, -0.536]",2.0,4.0,2.0,61.8,4.007333185232471,1292.0
"(-1.613, -0.536]",2.0,4.0,2.0,61.3,3.9889840465642745,1292.0
"(-1.613, -0.536]",2.0,4.0,2.0,61.8,3.9889840465642745,1292.0
"(-1.613, -0.536]",2.0,4.0,2.0,59.3,4.0943445622221,1292.0
"(-1.613, -0.536]",2.0,2.0,1.0,62.3,4.04305126783455,1292.0
"(-1.613, -0.536]",2.0,0.0,6.0,62.0,4.02535169073515,1292.0
"(-1.613, -0.536]",4.0,1.0,2.0,59.4,4.0943445622221,1293.0
"(-1.613, -0.536]",4.0,1.0,2.0,63.7,4.060443010546419,1293.0
"(-1.613, -0.536]",1.0,1.0,4.0,65.4,4.02535169073515,1293.0
"(-1.613, -0.536]",1.0,1.0,2.0,62.5,4.07753744390572,1293.0
"(-1.613, -0.536]",1.0,0.0,3.0,63.7,4.007333185232471,1293.0
"(-1.613, -0.536]",0.0,4.0,5.0,52.7,4.248495242049359,1293.0
"(-1.613, -0.536]",3.0,1.0,4.0,62.0,4.060443010546419,1294.0
"(-0.536, 0.538]",1.0,5.0,5.0,63.4,4.02535169073515,1294.0
"(-1.613, -0.536]",1.0,1.0,5.0,58.4,4.09933210373314,1294.0
"(-1.613, -0.536]",1.0,2.0,4.0,58.5,4.119037174812473,1294.0
"(-1.613, -0.536]",1.0,2.0,4.0,59.2,4.109233174715851,1294.0
"(-1.613, -0.536]",3.0,2.0,6.0,60.7,4.060443010546419,1294.0
"(-1.613, -0.536]",3.0,3.0,6.0,60.9,4.07753744390572,1294.0
"(-1.613, -0.536]",2.0,3.0,6.0,61.8,4.007333185232471,1294.0
"(-1.613, -0.536]",2.0,3.0,6.0,61.6,4.02535169073515,1294.0
"(-1.613, -0.536]",2.0,0.0,4.0,62.3,4.007333185232471,1294.0
"(-1.613, -0.536]",2.0,0.0,4.0,62.3,4.007333185232471,1294.0
"(-1.613, -0.536]",3.0,2.0,5.0,58.7,4.060443010546419,1294.0
"(-1.613, -0.536]",3.0,2.0,5.0,60.1,4.07753744390572,1294.0
"(-1.613, -0.536]",4.0,1.0,7.0,63.0,4.060443010546419,505.0
"(-1.613, -0.536]",4.0,1.0,7.0,61.9,4.04305126783455,505.0
"(-1.613, -0.536]",4.0,1.0,7.0,62.5,4.007333185232471,505.0
"(-1.613, -0.536]",4.0,1.0,7.0,59.3,4.0943445622221,505.0
"(-1.613, -0.536]",4.0,1.0,7.0,59.4,4.110873864173311,505.0
"(-1.613, -0.536]",4.0,1.0,7.0,61.6,4.0943445622221,505.0
"(-1.613, -0.536]",4.0,0.0,7.0,61.9,4.0943445622221,505.0
"(-1.613, -0.536]",4.0,2.0,6.0,63.2,4.060443010546419,505.0
"(-1.613, -0.536]",4.0,3.0,2.0,62.2,4.04305126783455,505.0
"(-1.613, -0.536]",2.0,2.0,6.0,62.4,4.007333185232471,505.0
"(-1.613, -0.536]",2.0,3.0,3.0,61.4,3.9889840465642745,505.0
"(-1.613, -0.536]",2.0,3.0,3.0,61.1,3.9889840465642745,505.0
"(-1.613, -0.536]",2.0,3.0,3.0,62.3,3.9889840465642745,505.0
"(-1.613, -0.536]",2.0,3.0,3.0,60.7,4.060443010546419,505.0
"(-1.613, -0.536]",2.0,5.0,2.0,61.3,4.007333185232471,505.0
"(-1.613, -0.536]",2.0,5.0,2.0,61.7,4.007333185232471,505.0
"(-1.613, -0.536]",1.0,2.0,7.0,62.8,4.110873864173311,505.0
"(-1.613, -0.536]",1.0,1.0,7.0,61.2,4.127134385045092,505.0
"(-1.613, -0.536]",1.0,1.0,7.0,62.2,4.0943445622221,505.0
"(-1.613, -0.536]",3.0,4.0,5.0,61.9,4.060443010546419,505.0
"(-1.613, -0.536]",3.0,4.0,5.0,61.0,4.0943445622221,505.0
"(-1.613, -0.536]",2.0,5.0,4.0,62.4,3.9889840465642745,505.0
"(-1.613, -0.536]",4.0,4.0,2.0,63.0,4.007333185232471,505.0
"(-1.613, -0.536]",4.0,5.0,4.0,62.6,4.060443010546419,505.0
"(-1.613, -0.536]",1.0,1.0,3.0,63.7,3.9889840465642745,505.0
"(-1.613, -0.536]",4.0,4.0,5.0,63.0,4.04305126783455,505.0
"(-1.613, -0.536]",2.0,4.0,2.0,61.5,4.04305126783455,505.0
"(-1.613, -0.536]",2.0,4.0,5.0,62.0,4.007333185232471,505.0
"(-1.613, -0.536]",3.0,4.0,5.0,61.4,4.0943445622221,505.0
"(-1.613, -0.536]",4.0,4.0,5.0,62.7,3.9889840465642745,505.0
"(-1.613, -0.536]",3.0,1.0,3.0,59.5,4.0943445622221,1294.0
"(-1.613, -0.536]",2.0,0.0,4.0,61.1,4.02535169073515,1294.0
"(-1.613, -0.536]",2.0,0.0,4.0,61.3,4.02535169073515,1294.0
"(-1.613, -0.536]",2.0,0.0,4.0,61.6,4.02535169073515,1294.0
"(-1.613, -0.536]",4.0,2.0,2.0,61.4,4.04305126783455,1295.0
"(-1.613, -0.536]",4.0,0.0,3.0,63.3,4.02535169073515,1295.0
"(-1.613, -0.536]",3.0,0.0,7.0,62.5,4.060443010546419,1295.0
"(-1.613, -0.536]",2.0,2.0,6.0,62.1,4.04305126783455,1295.0
"(-1.613, -0.536]",2.0,2.0,6.0,62.3,4.007333185232471,1295.0
"(-1.613, -0.536]",2.0,2.0,6.0,61.8,4.007333185232471,1295.0
"(-1.613, -0.536]",2.0,2.0,6.0,62.3,4.04305126783455,1295.0
"(-1.613, -0.536]",2.0,2.0,6.0,60.3,4.02535169073515,1295.0
"(-1.613, -0.536]",3.0,2.0,6.0,61.3,4.07753744390572,1295.0
"(-1.613, -0.536]",3.0,2.0,6.0,61.8,4.07753744390572,1295.0
"(-1.613, -0.536]",2.0,2.0,6.0,61.7,4.04305126783455,1295.0
"(-1.613, -0.536]",3.0,0.0,7.0,61.8,4.060443010546419,1295.0
"(-1.613, -0.536]",2.0,2.0,6.0,60.7,4.02535169073515,1295.0
"(-1.613, -0.536]",4.0,2.0,6.0,62.1,4.02535169073515,1295.0
"(-1.613, -0.536]",2.0,2.0,6.0,62.3,3.970291913552122,1295.0
"(-1.613, -0.536]",2.0,0.0,7.0,62.3,4.04305126783455,1295.0
"(-1.613, -0.536]",2.0,0.0,7.0,62.1,4.02535169073515,1295.0
"(-1.613, -0.536]",2.0,2.0,6.0,62.0,4.007333185232471,1295.0
"(-1.613, -0.536]",4.0,0.0,7.0,61.2,4.127134385045092,1295.0
"(-1.613, -0.536]",2.0,0.0,7.0,62.3,4.007333185232471,1295.0
"(-1.613, -0.536]",2.0,2.0,6.0,61.9,4.02535169073515,1295.0
"(-1.613, -0.536]",4.0,2.0,6.0,58.9,4.060443010546419,1295.0
"(-1.613, -0.536]",2.0,2.0,6.0,60.9,4.02535169073515,1295.0
"(-1.613, -0.536]",1.0,3.0,2.0,63.5,4.02535169073515,1295.0
"(-1.613, -0.536]",2.0,2.0,6.0,61.8,4.04305126783455,1295.0
"(-0.536, 0.538]",2.0,5.0,2.0,60.7,4.060443010546419,1295.0
"(-1.613, -0.536]",2.0,1.0,3.0,61.9,4.007333185232471,1296.0
"(-1.613, -0.536]",3.0,0.0,4.0,60.6,4.07753744390572,1297.0
"(-1.613, -0.536]",2.0,3.0,6.0,61.7,4.02535169073515,1297.0
"(-1.613, -0.536]",2.0,3.0,6.0,61.5,4.04305126783455,1297.0
"(-0.536, 0.538]",2.0,6.0,4.0,62.3,3.9889840465642745,1297.0
"(-1.613, -0.536]",2.0,5.0,4.0,62.5,4.04305126783455,1297.0
"(-1.613, -0.536]",3.0,1.0,3.0,62.6,4.07753744390572,1297.0
"(-1.613, -0.536]",2.0,0.0,5.0,62.4,4.02535169073515,1298.0
"(-1.613, -0.536]",4.0,2.0,2.0,61.9,4.060443010546419,1298.0
"(-0.536, 0.538]",4.0,3.0,0.0,62.5,4.060443010546419,1298.0
"(-1.613, -0.536]",2.0,4.0,6.0,61.5,4.02535169073515,1298.0
"(-1.613, -0.536]",1.0,1.0,6.0,64.1,4.007333185232471,1298.0
"(-1.613, -0.536]",2.0,5.0,7.0,61.2,4.04305126783455,1299.0
"(-1.613, -0.536]",2.0,2.0,2.0,61.6,4.02535169073515,1299.0
"(-1.613, -0.536]",1.0,1.0,5.0,64.1,4.060443010546419,1299.0
"(-1.613, -0.536]",2.0,4.0,4.0,61.0,4.04305126783455,1299.0
"(-1.613, -0.536]",2.0,1.0,3.0,61.9,4.02535169073515,1299.0
"(-1.613, -0.536]",2.0,4.0,2.0,61.2,4.02535169073515,1299.0
"(-1.613, -0.536]",3.0,1.0,6.0,60.7,4.060443010546419,1300.0
"(-1.613, -0.536]",3.0,3.0,1.0,59.0,4.0943445622221,1300.0
"(-1.613, -0.536]",2.0,1.0,7.0,61.6,4.02535169073515,1300.0
"(-1.613, -0.536]",2.0,1.0,7.0,60.5,4.04305126783455,1300.0
"(-0.536, 0.538]",2.0,5.0,5.0,62.0,3.9889840465642745,1300.0
"(-1.613, -0.536]",2.0,1.0,1.0,61.2,4.04305126783455,1300.0
"(-1.613, -0.536]",2.0,1.0,1.0,61.4,4.007333185232471,1300.0
"(-1.613, -0.536]",4.0,5.0,4.0,62.5,4.07753744390572,1301.0
"(-1.613, -0.536]",2.0,5.0,4.0,61.8,4.02535169073515,1301.0
"(-0.536, 0.538]",4.0,2.0,3.0,63.4,4.04305126783455,1301.0
"(-1.613, -0.536]",4.0,4.0,5.0,62.3,4.060443010546419,1302.0
"(-1.613, -0.536]",3.0,1.0,5.0,62.2,4.060443010546419,1302.0
"(-0.536, 0.538]",3.0,2.0,3.0,60.9,4.060443010546419,1303.0
"(-0.536, 0.538]",1.0,5.0,5.0,63.4,4.007333185232471,1303.0
"(-0.536, 0.538]",2.0,2.0,3.0,62.3,4.04305126783455,1303.0
"(-1.613, -0.536]",2.0,1.0,2.0,61.2,3.9889840465642745,1303.0
"(-1.613, -0.536]",3.0,1.0,2.0,59.0,4.07753744390572,1303.0
"(-1.613, -0.536]",2.0,0.0,6.0,61.0,4.007333185232471,1303.0
"(-1.613, -0.536]",4.0,1.0,2.0,62.9,4.04305126783455,1304.0
"(-1.613, -0.536]",4.0,1.0,2.0,61.2,4.110873864173311,1304.0
"(-1.613, -0.536]",1.0,1.0,2.0,63.3,4.07753744390572,1304.0
"(-1.613, -0.536]",3.0,3.0,2.0,62.4,4.060443010546419,1304.0
"(-1.613, -0.536]",0.0,0.0,2.0,65.2,4.007333185232471,1304.0
"(-1.613, -0.536]",2.0,5.0,4.0,61.2,4.060443010546419,1304.0
"(-1.613, -0.536]",2.0,4.0,2.0,61.6,4.0943445622221,1304.0
"(-1.613, -0.536]",2.0,2.0,2.0,62.0,4.007333185232471,1304.0
"(-1.613, -0.536]",2.0,2.0,1.0,61.7,4.02535169073515,1304.0
"(-1.613, -0.536]",2.0,4.0,1.0,62.2,4.007333185232471,1304.0
"(-1.613, -0.536]",2.0,1.0,7.0,62.0,4.04305126783455,1304.0
"(-1.613, -0.536]",3.0,1.0,7.0,60.8,4.04305126783455,1304.0
"(-1.613, -0.536]",4.0,1.0,2.0,63.1,4.02535169073515,1305.0
"(-0.536, 0.538]",2.0,1.0,3.0,62.5,4.04305126783455,1305.0
"(-0.536, 0.538]",3.0,6.0,3.0,61.8,3.9889840465642745,1305.0
"(-0.536, 0.538]",0.0,3.0,2.0,64.5,4.02535169073515,1305.0
"(-1.613, -0.536]",2.0,2.0,3.0,62.0,4.007333185232471,1305.0
"(-1.613, -0.536]",4.0,0.0,3.0,60.8,4.007333185232471,1306.0
"(-1.613, -0.536]",2.0,3.0,7.0,62.4,3.996364153861897,1306.0
"(-1.613, -0.536]",2.0,4.0,5.0,60.3,4.007333185232471,1306.0
"(-0.536, 0.538]",2.0,3.0,3.0,60.5,4.02535169073515,1306.0
"(-0.536, 0.538]",1.0,6.0,4.0,58.9,4.102643365036796,1306.0
"(-0.536, 0.538]",1.0,2.0,3.0,62.0,4.127134385045092,1306.0
"(-1.613, -0.536]",3.0,3.0,2.0,59.7,4.0943445622221,1306.0
"(-1.613, -0.536]",4.0,0.0,3.0,60.2,4.02535169073515,1307.0
"(-1.613, -0.536]",2.0,1.0,6.0,59.7,4.02535169073515,1307.0
"(-1.613, -0.536]",2.0,2.0,2.0,61.2,4.02535169073515,1307.0
"(-1.613, -0.536]",1.0,2.0,6.0,66.5,4.007333185232471,1307.0
"(-1.613, -0.536]",3.0,3.0,3.0,61.2,4.07753744390572,1307.0
"(-1.613, -0.536]",3.0,1.0,2.0,62.3,4.0943445622221,1307.0
"(-0.536, 0.538]",3.0,0.0,3.0,60.8,4.04305126783455,1308.0
"(-1.613, -0.536]",4.0,2.0,2.0,62.9,4.02535169073515,1308.0
"(-1.613, -0.536]",3.0,2.0,2.0,59.4,4.0943445622221,1308.0
"(-1.613, -0.536]",1.0,2.0,2.0,63.6,4.060443010546419,1308.0
"(-1.613, -0.536]",2.0,1.0,7.0,61.8,4.04305126783455,1308.0
"(-1.613, -0.536]",2.0,2.0,3.0,62.2,3.970291913552122,1308.0
"(-1.613, -0.536]",2.0,3.0,2.0,62.3,4.007333185232471,1308.0
"(-1.613, -0.536]",2.0,3.0,2.0,62.7,4.007333185232471,1308.0
"(-0.536, 0.538]",3.0,5.0,5.0,58.8,4.060443010546419,1308.0
"(-1.613, -0.536]",4.0,4.0,2.0,63.1,3.9889840465642745,1309.0
"(-1.613, -0.536]",3.0,4.0,2.0,59.3,4.060443010546419,1309.0
"(-1.613, -0.536]",4.0,5.0,4.0,61.0,4.060443010546419,1310.0
"(-1.613, -0.536]",2.0,4.0,6.0,61.1,4.02535169073515,1310.0
"(-1.613, -0.536]",2.0,3.0,1.0,62.0,4.04305126783455,1310.0
"(-1.613, -0.536]",2.0,0.0,1.0,61.1,4.02535169073515,1310.0
"(-1.613, -0.536]",1.0,0.0,2.0,63.7,4.04305126783455,1310.0
"(-1.613, -0.536]",4.0,2.0,5.0,62.6,4.007333185232471,1311.0
"(-1.613, -0.536]",4.0,0.0,5.0,62.9,4.067315889834181,1311.0
"(-1.613, -0.536]",4.0,3.0,2.0,61.7,4.04305126783455,1311.0
"(-1.613, -0.536]",4.0,3.0,2.0,61.1,4.02535169073515,1311.0
"(-0.536, 0.538]",4.0,2.0,3.0,61.6,3.9889840465642745,1311.0
"(-1.613, -0.536]",4.0,2.0,3.0,61.2,4.050044303325521,1311.0
"(-1.613, -0.536]",2.0,1.0,6.0,61.9,4.04305126783455,1312.0
"(-1.613, -0.536]",2.0,2.0,1.0,60.9,4.007333185232471,1312.0
"(-1.613, -0.536]",3.0,3.0,2.0,60.3,4.110873864173311,1312.0
"(-1.613, -0.536]",3.0,3.0,2.0,62.4,4.060443010546419,1312.0
"(-1.613, -0.536]",1.0,3.0,2.0,63.6,4.007333185232471,1312.0
"(-1.613, -0.536]",2.0,3.0,2.0,63.0,3.970291913552122,1312.0
"(-1.613, -0.536]",1.0,2.0,2.0,63.6,4.02535169073515,1312.0
"(-1.613, -0.536]",4.0,2.0,2.0,63.1,3.9889840465642745,1312.0
"(-1.613, -0.536]",1.0,2.0,2.0,63.8,4.02535169073515,1312.0
"(-1.613, -0.536]",2.0,4.0,5.0,61.2,3.970291913552122,1312.0
"(-1.613, -0.536]",4.0,2.0,1.0,61.6,4.060443010546419,1313.0
"(-1.613, -0.536]",2.0,2.0,3.0,61.1,4.02535169073515,1313.0
"(-1.613, -0.536]",2.0,3.0,5.0,60.7,4.02535169073515,1313.0
"(-1.613, -0.536]",4.0,2.0,2.0,64.0,4.07753744390572,1314.0
"(-1.613, -0.536]",2.0,4.0,5.0,62.5,4.02535169073515,1314.0
"(-1.613, -0.536]",3.0,3.0,7.0,61.3,4.0943445622221,1314.0
"(-1.613, -0.536]",2.0,0.0,3.0,60.4,4.04305126783455,1314.0
"(-1.613, -0.536]",2.0,0.0,3.0,61.9,4.007333185232471,1314.0
"(-1.613, -0.536]",2.0,0.0,3.0,61.4,4.02535169073515,1314.0
"(-1.613, -0.536]",4.0,0.0,3.0,62.9,3.9889840465642745,1314.0
"(-1.613, -0.536]",2.0,4.0,5.0,62.4,4.02535169073515,1314.0
"(-1.613, -0.536]",2.0,0.0,5.0,61.3,4.007333185232471,1314.0
"(-1.613, -0.536]",2.0,4.0,2.0,61.6,4.007333185232471,1314.0
"(-1.613, -0.536]",2.0,3.0,2.0,62.5,4.02535169073515,1314.0
"(-1.613, -0.536]",3.0,1.0,2.0,62.6,4.02535169073515,1314.0
"(-1.613, -0.536]",3.0,5.0,5.0,61.7,4.007333185232471,1314.0
"(-1.613, -0.536]",4.0,1.0,2.0,61.6,3.970291913552122,1315.0
"(-1.613, -0.536]",4.0,1.0,3.0,61.2,4.04305126783455,1315.0
"(-1.613, -0.536]",1.0,0.0,4.0,57.3,4.127134385045092,1315.0
"(-1.613, -0.536]",2.0,1.0,3.0,60.9,4.04305126783455,1315.0
"(-1.613, -0.536]",1.0,5.0,4.0,64.3,4.007333185232471,1315.0
"(-1.613, -0.536]",2.0,5.0,7.0,62.5,3.9945242269398897,1316.0
"(-1.613, -0.536]",1.0,1.0,2.0,63.3,4.07753744390572,1316.0
"(-1.613, -0.536]",1.0,1.0,2.0,63.8,4.007333185232471,1316.0
"(-1.613, -0.536]",2.0,1.0,2.0,62.2,4.04305126783455,1316.0
"(-1.613, -0.536]",2.0,1.0,2.0,61.6,4.04305126783455,1316.0
"(-1.613, -0.536]",1.0,1.0,2.0,63.7,4.02535169073515,1316.0
"(-1.613, -0.536]",4.0,2.0,2.0,60.7,4.04305126783455,1316.0
"(-1.613, -0.536]",3.0,1.0,2.0,60.2,4.060443010546419,1316.0
"(-1.613, -0.536]",1.0,3.0,5.0,57.9,4.110873864173311,1316.0
"(-1.613, -0.536]",3.0,1.0,2.0,62.0,4.07753744390572,1316.0
"(-1.613, -0.536]",1.0,1.0,2.0,63.2,4.04305126783455,1316.0
"(-1.613, -0.536]",4.0,1.0,2.0,63.0,4.060443010546419,1316.0
"(-1.613, -0.536]",2.0,2.0,2.0,61.8,4.007333185232471,1316.0
"(-1.613, -0.536]",4.0,1.0,2.0,60.7,4.110873864173311,1316.0
"(-1.613, -0.536]",1.0,1.0,2.0,63.3,4.060443010546419,1316.0
"(-1.613, -0.536]",4.0,1.0,2.0,61.5,4.127134385045092,1316.0
"(-1.613, -0.536]",3.0,3.0,2.0,61.3,4.07753744390572,1316.0
"(-1.613, -0.536]",3.0,1.0,2.0,62.3,4.060443010546419,1316.0
"(-1.613, -0.536]",2.0,5.0,7.0,62.2,4.04305126783455,1316.0
"(-1.613, -0.536]",4.0,3.0,2.0,60.1,4.110873864173311,1316.0
"(-0.536, 0.538]",2.0,6.0,5.0,62.1,4.007333185232471,1316.0
"(-1.613, -0.536]",2.0,0.0,3.0,61.6,4.007333185232471,1316.0
"(-1.613, -0.536]",4.0,5.0,5.0,62.3,4.02535169073515,1317.0
"(-1.613, -0.536]",4.0,5.0,4.0,61.5,4.007333185232471,1317.0
"(-1.613, -0.536]",2.0,2.0,2.0,61.3,4.02535169073515,1317.0
"(-1.613, -0.536]",2.0,1.0,2.0,63.0,4.02535169073515,1317.0
"(-1.613, -0.536]",4.0,1.0,2.0,62.2,4.007333185232471,1318.0
"(-1.613, -0.536]",4.0,1.0,2.0,60.8,4.007333185232471,1318.0
"(-1.613, -0.536]",4.0,0.0,2.0,61.6,4.07753744390572,1318.0
"(-1.613, -0.536]",2.0,3.0,1.0,62.5,3.9889840465642745,1318.0
"(-1.613, -0.536]",2.0,3.0,1.0,62.4,3.9889840465642745,1318.0
"(-1.613, -0.536]",2.0,3.0,1.0,61.3,4.02535169073515,1318.0
"(-1.613, -0.536]",2.0,3.0,1.0,61.9,3.970291913552122,1318.0
"(-0.536, 0.538]",1.0,2.0,2.0,59.5,4.127134385045092,1318.0
"(-1.613, -0.536]",1.0,1.0,1.0,59.1,4.060443010546419,1318.0
"(-1.613, -0.536]",3.0,0.0,3.0,59.3,4.110873864173311,1318.0
"(-1.613, -0.536]",1.0,0.0,3.0,63.9,4.007333185232471,1318.0
"(-1.613, -0.536]",2.0,0.0,5.0,61.9,4.02535169073515,1319.0
"(-1.613, -0.536]",2.0,4.0,2.0,62.1,4.02535169073515,1319.0
"(-1.613, -0.536]",2.0,3.0,2.0,62.2,3.9889840465642745,1319.0
"(-1.613, -0.536]",2.0,1.0,1.0,61.0,4.04305126783455,1319.0
"(-1.613, -0.536]",2.0,2.0,6.0,61.5,4.04305126783455,1319.0
"(-0.536, 0.538]",3.0,2.0,3.0,61.9,4.110873864173311,1319.0
"(-1.613, -0.536]",4.0,4.0,4.0,59.6,4.04305126783455,1320.0
"(-1.613, -0.536]",4.0,1.0,5.0,62.6,4.04305126783455,1320.0
"(-1.613, -0.536]",4.0,1.0,5.0,59.9,4.075841090657541,1320.0
"(-1.613, -0.536]",4.0,2.0,2.0,61.7,4.007333185232471,1320.0
"(-1.613, -0.536]",4.0,2.0,2.0,61.5,4.07753744390572,1320.0
"(-1.613, -0.536]",4.0,1.0,2.0,62.2,4.110873864173311,1320.0
"(-1.613, -0.536]",2.0,0.0,3.0,60.7,4.02535169073515,1320.0
"(-1.613, -0.536]",2.0,5.0,2.0,61.2,4.007333185232471,1320.0
"(-1.613, -0.536]",3.0,1.0,3.0,61.0,4.0943445622221,1320.0
"(-1.613, -0.536]",3.0,1.0,3.0,60.7,4.04305126783455,1320.0
"(-1.613, -0.536]",4.0,0.0,5.0,61.2,4.04305126783455,1321.0
"(-1.613, -0.536]",3.0,3.0,2.0,62.1,4.02535169073515,1321.0
"(-1.613, -0.536]",3.0,3.0,2.0,61.8,4.07753744390572,1321.0
"(-1.613, -0.536]",2.0,3.0,2.0,61.9,4.02535169073515,1321.0
"(-1.613, -0.536]",4.0,2.0,2.0,60.9,4.0943445622221,1322.0
"(-1.613, -0.536]",4.0,2.0,2.0,62.5,4.04305126783455,1322.0
"(-1.613, -0.536]",2.0,5.0,7.0,61.8,4.04305126783455,1322.0
"(-1.613, -0.536]",2.0,2.0,5.0,61.5,4.02535169073515,1322.0
"(-1.613, -0.536]",2.0,3.0,2.0,61.2,4.07753744390572,1322.0
"(-1.613, -0.536]",2.0,2.0,2.0,61.2,4.02535169073515,1322.0
"(-1.613, -0.536]",1.0,1.0,2.0,57.2,4.07753744390572,1323.0
"(-1.613, -0.536]",4.0,0.0,2.0,62.7,4.02535169073515,1323.0
"(-1.613, -0.536]",3.0,1.0,5.0,62.5,4.110873864173311,1323.0
"(-1.613, -0.536]",2.0,2.0,7.0,61.4,4.04305126783455,1323.0
"(-1.613, -0.536]",2.0,2.0,7.0,61.2,4.02535169073515,1323.0
"(-1.613, -0.536]",0.0,2.0,5.0,64.6,4.060443010546419,1323.0
"(-1.613, -0.536]",0.0,0.0,2.0,65.1,4.060443010546419,1323.0
"(-1.613, -0.536]",0.0,0.0,2.0,64.6,4.060443010546419,1323.0
"(-1.613, -0.536]",0.0,0.0,2.0,65.7,4.02535169073515,1323.0
